           7952   0    L1Cache      L1_Replacement     IM>IM     [0x39c0, line 0x39c0] 
           8127   0  Directory         Memory_Data     IM>M      [0x3c0, line 0x3c0] 
           8133   0  Directory         Memory_Data     IM>M      [0x60c0, line 0x60c0] 
           8134   0    L2Cache            Mem_Data     IM>MT_MB  [0x3c0, line 0x3c0] 
           8140   0    L2Cache            Mem_Data     IM>MT_MB  [0x60c0, line 0x60c0] 
           8141 core  3        Seq                Done       >       [0x3ed, line 0x3c0] 2920 cycles
           8141   3    L1Cache       Data_all_Acks     IM>M      [0x3c0, line 0x3c0] 
           8141   3    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
           8141   3    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
           8141   3    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
           8141   3        Seq               Begin       >       [0x34ec, line 0x34c0] ST PC 279 0x117
           8142   3    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
           8142   3    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
           8142   3    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
           8142   3    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
           8143   3    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
           8143   3    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
           8143   3    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
           8143   3    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
           8144   3    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
           8144   3    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
           8144   3    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
           8144   3    L1Cache      L1_Replacement     IM>IM     [0x60c0, line 0x60c0] 
           8147 core  3        Seq                Done       >       [0x60ec, line 0x60c0] 2706 cycles
           8147   3    L1Cache       Data_all_Acks     IM>M      [0x60c0, line 0x60c0] 
           8147   3    L1Cache      L1_Replacement      M>M_I    [0x3c0, line 0x3c0] 
           8147   3    L1Cache               Store     NP>IM     [0x3dc0, line 0x3dc0] 
           8147   3    L1Cache      L1_Replacement      M>M_I    [0x60c0, line 0x60c0] 
           8148   0    L2Cache   Exclusive_Unblock  MT_MB>MT     [0x3c0, line 0x3c0] 
           8148   0    L2CacheL2_Replacement_clean     MT>MCT_I  [0x3c0, line 0x3c0] 
           8148   0    L2Cache         L1_PUTX_old     NP>NP     [0x53c0, line 0x53c0] 
           8148   0    L2Cache             L1_GETX     NP>IM     [0x5fc0, line 0x5fc0] 
           8148   3    L1Cache               Store     NP>IM     [0x37c0, line 0x37c0] 
           8148   3    L1Cache      L1_Replacement     IM>IM     [0x3dc0, line 0x3dc0] 
           8148   3    L1Cache      L1_Replacement     IM>IM     [0x3dc0, line 0x3dc0] 
           8148   3    L1Cache      L1_Replacement     IM>IM     [0x3dc0, line 0x3dc0] 
           8149   3    L1Cache      L1_Replacement     IM>IM     [0x3dc0, line 0x3dc0] 
           8149   3    L1Cache      L1_Replacement     IM>IM     [0x3dc0, line 0x3dc0] 
           8149   3    L1Cache      L1_Replacement     IM>IM     [0x3dc0, line 0x3dc0] 
           8149   3    L1Cache      L1_Replacement     IM>IM     [0x3dc0, line 0x3dc0] 
           8149   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x60c0, line 0x60c0] 
           8149   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x60c0, line 0x60c0] 
           8149   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x60c0, line 0x60c0] 
           8149   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x60c0, line 0x60c0] 
           8150   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x60c0, line 0x60c0] 
           8150   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x60c0, line 0x60c0] 
           8150   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x60c0, line 0x60c0] 
           8150   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x60c0, line 0x60c0] 
           8150   3    L1Cache      L1_Replacement     IM>IM     [0x3dc0, line 0x3dc0] 
           8150   3    L1Cache      L1_Replacement     IM>IM     [0x3dc0, line 0x3dc0] 
           8150   3    L1Cache      L1_Replacement     IM>IM     [0x3dc0, line 0x3dc0] 
           8150   3    L1Cache      L1_Replacement     IM>IM     [0x3dc0, line 0x3dc0] 
           8151   3    L1Cache      L1_Replacement     IM>IM     [0x3dc0, line 0x3dc0] 
           8151   3    L1Cache      L1_Replacement     IM>IM     [0x3dc0, line 0x3dc0] 
           8151   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x60c0, line 0x60c0] 
           8151   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x60c0, line 0x60c0] 
           8154   0    L2Cache   Exclusive_Unblock  MT_MB>MT     [0x60c0, line 0x60c0] 
           8154   0    L2CacheL2_Replacement_clean     MT>MCT_I  [0x60c0, line 0x60c0] 
           8154   0    L2Cache         L1_PUTX_old     NP>NP     [0x3bc0, line 0x3bc0] 
           8154   0    L2Cache             L1_GETX     NP>IM     [0x1bc0, line 0x1bc0] 
           8155   3    L1Cache                 Inv    M_I>SINK_WB_ACK [0x3c0, line 0x3c0] 
           8155   1    L1Cache              WB_Ack SINK_WB_ACK>I      [0x53c0, line 0x53c0] 
           8155   0    L2CacheL2_Replacement_clean     IM>IM     [0x5fc0, line 0x5fc0] 
           8155   0    L2CacheL2_Replacement_clean     IM>IM     [0x5fc0, line 0x5fc0] 
           8155   0    L2CacheL2_Replacement_clean     IM>IM     [0x5fc0, line 0x5fc0] 
           8155   0    L2CacheL2_Replacement_clean     IM>IM     [0x5fc0, line 0x5fc0] 
           8156   0    L2CacheL2_Replacement_clean     IM>IM     [0x5fc0, line 0x5fc0] 
           8156   0    L2CacheL2_Replacement_clean     IM>IM     [0x5fc0, line 0x5fc0] 
           8156   0    L2CacheL2_Replacement_clean     IM>IM     [0x5fc0, line 0x5fc0] 
           8156   0    L2CacheL2_Replacement_clean     IM>IM     [0x5fc0, line 0x5fc0] 
           8156   0  Directory               Fetch      I>IM     [0x5fc0, line 0x5fc0] 
           8157   0    L2CacheL2_Replacement_clean     IM>IM     [0x5fc0, line 0x5fc0] 
           8159   0    L2CacheL2_Replacement_clean     IM>IM     [0x5fc0, line 0x5fc0] 
           8160   0    L2CacheL2_Replacement_clean     IM>IM     [0x5fc0, line 0x5fc0] 
           8161   3    L1Cache                 Inv    M_I>SINK_WB_ACK [0x60c0, line 0x60c0] 
           8161   1    L1Cache              WB_Ack SINK_WB_ACK>I      [0x3bc0, line 0x3bc0] 
           8162   0  Directory               Fetch      I>IM     [0x1bc0, line 0x1bc0] 
           8163   0    L2Cache             WB_Data  MCT_I>M_I    [0x3c0, line 0x3c0] 
           8169   0    L2Cache             WB_Data  MCT_I>M_I    [0x60c0, line 0x60c0] 
           8171   0  Directory                Data      M>MI     [0x3c0, line 0x3c0] 
           8173   0    L2CacheL2_Replacement_clean     IM>IM     [0x5fc0, line 0x5fc0] 
           8174   0  Directory         Memory_Data     IM>M      [0x1bc0, line 0x1bc0] 
           8177   0  Directory                Data      M>MI     [0x60c0, line 0x60c0] 
           8181   0    L2Cache            Mem_Data     IM>MT_MB  [0x1bc0, line 0x1bc0] 
           8183   0  Directory          Memory_Ack     MI>I      [0x3c0, line 0x3c0] 
           8188 core  1        Seq                Done       >       [0x1bed, line 0x1bc0] 2817 cycles
           8188   1    L1Cache       Data_all_Acks     IM>M      [0x1bc0, line 0x1bc0] 
           8189   0  Directory          Memory_Ack     MI>I      [0x60c0, line 0x60c0] 
           8190   0    L2Cache             Mem_Ack    M_I>NP     [0x3c0, line 0x3c0] 
           8191   1        Seq               Begin       >       [0x62ed, line 0x62c0] ST PC 325 0x145
           8192   1    L1Cache      L1_Replacement     IM>IM     [0x5fc0, line 0x5fc0] 
           8195   0    L2Cache   Exclusive_Unblock  MT_MB>MT     [0x1bc0, line 0x1bc0] 
           8196   0    L2Cache             Mem_Ack    M_I>NP     [0x60c0, line 0x60c0] 
           8217   0  Directory         Memory_Data     IM>M      [0x5fc0, line 0x5fc0] 
           8221   3        Seq               Begin       >       [0x461, line 0x440] ST PC 130 0x82
           8222   3    L1Cache      L1_Replacement     IM>IM     [0x3dc0, line 0x3dc0] 
           8224   0    L2Cache            Mem_Data     IM>MT_MB  [0x5fc0, line 0x5fc0] 
           8231 core  1        Seq                Done       >       [0x5fed, line 0x5fc0] 2990 cycles
           8231   1    L1Cache       Data_all_Acks     IM>M      [0x5fc0, line 0x5fc0] 
           8231   1    L1Cache      L1_Replacement      M>M_I    [0x1bc0, line 0x1bc0] 
           8231   1    L1Cache               Store     NP>IM     [0x440, line 0x440] 
           8231   1    L1Cache      L1_Replacement      M>M_I    [0x5fc0, line 0x5fc0] 
           8231   1        Seq               Begin       >       [0x1eed, line 0x1ec0] ST PC 257 0x101
           8232   1    L1Cache               Store     NP>IM     [0x5bc0, line 0x5bc0] 
           8232   1    L1Cache      L1_Replacement     IM>IM     [0x440, line 0x440] 
           8232   1    L1Cache      L1_Replacement     IM>IM     [0x440, line 0x440] 
           8232   1    L1Cache      L1_Replacement     IM>IM     [0x440, line 0x440] 
           8233   1    L1Cache      L1_Replacement     IM>IM     [0x440, line 0x440] 
           8233   1    L1Cache      L1_Replacement     IM>IM     [0x440, line 0x440] 
           8233   1    L1Cache      L1_Replacement     IM>IM     [0x440, line 0x440] 
           8233   1    L1Cache      L1_Replacement     IM>IM     [0x440, line 0x440] 
           8234   1    L1Cache      L1_Replacement     IM>IM     [0x440, line 0x440] 
           8234   1    L1Cache      L1_Replacement     IM>IM     [0x440, line 0x440] 
           8234   1    L1Cache      L1_Replacement     IM>IM     [0x440, line 0x440] 
           8234   1    L1Cache      L1_Replacement     IM>IM     [0x440, line 0x440] 
           8235   1    L1Cache      L1_Replacement     IM>IM     [0x440, line 0x440] 
           8235   1    L1Cache      L1_Replacement     IM>IM     [0x440, line 0x440] 
           8235   1    L1Cache      L1_Replacement     IM>IM     [0x440, line 0x440] 
           8238   0    L2Cache   Exclusive_Unblock  MT_MB>MT     [0x5fc0, line 0x5fc0] 
           8238   0    L2CacheL2_Replacement_clean     MT>MCT_I  [0x5fc0, line 0x5fc0] 
           8238   0    L2Cache         L1_PUTX_old     NP>NP     [0x25c0, line 0x25c0] 
           8238   0    L2Cache             L1_GETX     NP>IM     [0x63c0, line 0x63c0] 
           8239   0    L2CacheL2_Replacement_clean     MT>MCT_I  [0x1bc0, line 0x1bc0] 
           8239   0    L2Cache         L1_PUTX_old     NP>NP     [0x47c0, line 0x47c0] 
           8239   0    L2Cache             L1_GETX     NP>IM     [0x5ac0, line 0x5ac0] 
           8239   0    L2CacheL2_Replacement_clean     IM>IM     [0x63c0, line 0x63c0] 
           8240   0    L2CacheL2_Replacement_clean     IM>IM     [0x63c0, line 0x63c0] 
           8240   0    L2CacheL2_Replacement_clean     IM>IM     [0x63c0, line 0x63c0] 
           8240   0    L2CacheL2_Replacement_clean     IM>IM     [0x63c0, line 0x63c0] 
           8240   0    L2CacheL2_Replacement_clean     IM>IM     [0x63c0, line 0x63c0] 
           8241   0    L2CacheL2_Replacement_clean     IM>IM     [0x63c0, line 0x63c0] 
           8241   0    L2CacheL2_Replacement_clean     IM>IM     [0x63c0, line 0x63c0] 
           8241   0    L2CacheL2_Replacement_clean     IM>IM     [0x63c0, line 0x63c0] 
           8241   0    L2CacheL2_Replacement_clean     IM>IM     [0x63c0, line 0x63c0] 
           8243   0    L2Cache             L1_GETX      M>MT_MB  [0x440, line 0x440] 
           8244   0    L2CacheL2_Replacement_clean     IM>IM     [0x63c0, line 0x63c0] 
           8245   1    L1Cache                 Inv    M_I>SINK_WB_ACK [0x5fc0, line 0x5fc0] 
           8245   2    L1Cache              WB_Ack SINK_WB_ACK>I      [0x25c0, line 0x25c0] 
           8246   1    L1Cache                 Inv    M_I>SINK_WB_ACK [0x1bc0, line 0x1bc0] 
           8246   2    L1Cache              WB_Ack SINK_WB_ACK>I      [0x47c0, line 0x47c0] 
           8247   0  Directory               Fetch      I>IM     [0x63c0, line 0x63c0] 
           8247   0  Directory               Fetch      I>IM     [0x5ac0, line 0x5ac0] 
           8248   0    L2CacheL2_Replacement_clean     IM>IM     [0x63c0, line 0x63c0] 
           8251 core  1        Seq                Done       >       [0x440, line 0x440] 2530 cycles
           8251   1    L1Cache       Data_all_Acks     IM>M      [0x440, line 0x440] 
           8251   1    L1Cache      L1_Replacement     IM>IM     [0x5bc0, line 0x5bc0] 
           8251   1    L1Cache      L1_Replacement     IM>IM     [0x5bc0, line 0x5bc0] 
           8251   1    L1Cache      L1_Replacement     IM>IM     [0x5bc0, line 0x5bc0] 
           8252   1    L1Cache      L1_Replacement     IM>IM     [0x5bc0, line 0x5bc0] 
           8252   1    L1Cache      L1_Replacement     IM>IM     [0x5bc0, line 0x5bc0] 
           8252   1    L1Cache      L1_Replacement     IM>IM     [0x5bc0, line 0x5bc0] 
           8252   1    L1Cache      L1_Replacement     IM>IM     [0x5bc0, line 0x5bc0] 
           8253   1    L1Cache      L1_Replacement     IM>IM     [0x5bc0, line 0x5bc0] 
           8253   1    L1Cache      L1_Replacement     IM>IM     [0x5bc0, line 0x5bc0] 
           8253   1    L1Cache      L1_Replacement     IM>IM     [0x5bc0, line 0x5bc0] 
           8253   1    L1Cache      L1_Replacement     IM>IM     [0x5bc0, line 0x5bc0] 
           8253   0    L2Cache             WB_Data  MCT_I>M_I    [0x5fc0, line 0x5fc0] 
           8254   1    L1Cache      L1_Replacement     IM>IM     [0x5bc0, line 0x5bc0] 
           8254   1    L1Cache      L1_Replacement     IM>IM     [0x5bc0, line 0x5bc0] 
           8254   1    L1Cache      L1_Replacement     IM>IM     [0x5bc0, line 0x5bc0] 
           8257   0    L2Cache             WB_Data  MCT_I>M_I    [0x1bc0, line 0x1bc0] 
           8258   0    L2Cache   Exclusive_Unblock  MT_MB>MT     [0x440, line 0x440] 
           8261   0  Directory                Data      M>MI     [0x5fc0, line 0x5fc0] 
           8265   0  Directory                Data      M>MI     [0x1bc0, line 0x1bc0] 
           8273   0  Directory          Memory_Ack     MI>I      [0x5fc0, line 0x5fc0] 
           8277   0  Directory          Memory_Ack     MI>I      [0x1bc0, line 0x1bc0] 
           8280   0    L2Cache             Mem_Ack    M_I>NP     [0x5fc0, line 0x5fc0] 
           8284   0    L2Cache             Mem_Ack    M_I>NP     [0x1bc0, line 0x1bc0] 
           8294   0  Directory         Memory_Data     IM>M      [0x63c0, line 0x63c0] 
           8299   0  Directory         Memory_Data     IM>M      [0x5ac0, line 0x5ac0] 
           8301   0    L2Cache            Mem_Data     IM>MT_MB  [0x63c0, line 0x63c0] 
           8306   0    L2Cache            Mem_Data     IM>MT_MB  [0x5ac0, line 0x5ac0] 
           8308 core  2        Seq                Done       >       [0x63e9, line 0x63c0] 2917 cycles
           8308   2    L1Cache       Data_all_Acks     IM>M      [0x63c0, line 0x63c0] 
           8308   2    L1Cache      L1_Replacement     IM>IM     [0x5ac0, line 0x5ac0] 
           8308   2    L1Cache      L1_Replacement     IM>IM     [0x5ac0, line 0x5ac0] 
           8308   2    L1Cache      L1_Replacement     IM>IM     [0x5ac0, line 0x5ac0] 
           8309   2    L1Cache      L1_Replacement     IM>IM     [0x5ac0, line 0x5ac0] 
           8309   2    L1Cache      L1_Replacement     IM>IM     [0x5ac0, line 0x5ac0] 
           8309   2    L1Cache      L1_Replacement     IM>IM     [0x5ac0, line 0x5ac0] 
           8309   2    L1Cache      L1_Replacement     IM>IM     [0x5ac0, line 0x5ac0] 
           8310   2    L1Cache      L1_Replacement     IM>IM     [0x5ac0, line 0x5ac0] 
           8310   2    L1Cache      L1_Replacement     IM>IM     [0x5ac0, line 0x5ac0] 
           8310   2    L1Cache      L1_Replacement     IM>IM     [0x5ac0, line 0x5ac0] 
           8310   2    L1Cache      L1_Replacement     IM>IM     [0x5ac0, line 0x5ac0] 
           8311   2    L1Cache      L1_Replacement     IM>IM     [0x5ac0, line 0x5ac0] 
           8311   2    L1Cache      L1_Replacement     IM>IM     [0x5ac0, line 0x5ac0] 
           8311   2    L1Cache      L1_Replacement     IM>IM     [0x5ac0, line 0x5ac0] 
           8313 core  2        Seq                Done       >       [0x5ae9, line 0x5ac0] 2822 cycles
           8313   2    L1Cache       Data_all_Acks     IM>M      [0x5ac0, line 0x5ac0] 
           8313   2    L1Cache      L1_Replacement      M>M_I    [0x63c0, line 0x63c0] 
           8313   2    L1Cache               Store     NP>IM     [0x3ec0, line 0x3ec0] 
           8313   2    L1Cache      L1_Replacement      M>M_I    [0x5ac0, line 0x5ac0] 
           8314   2    L1Cache               Store     NP>IM     [0x5c0, line 0x5c0] 
           8314   2    L1Cache      L1_Replacement     IM>IM     [0x3ec0, line 0x3ec0] 
           8314   2    L1Cache      L1_Replacement     IM>IM     [0x3ec0, line 0x3ec0] 
           8314   2    L1Cache      L1_Replacement     IM>IM     [0x3ec0, line 0x3ec0] 
           8315   2    L1Cache      L1_Replacement     IM>IM     [0x3ec0, line 0x3ec0] 
           8315   2    L1Cache      L1_Replacement     IM>IM     [0x3ec0, line 0x3ec0] 
           8315   2    L1Cache      L1_Replacement     IM>IM     [0x3ec0, line 0x3ec0] 
           8315   2    L1Cache      L1_Replacement     IM>IM     [0x3ec0, line 0x3ec0] 
           8315   0    L2Cache   Exclusive_Unblock  MT_MB>MT     [0x63c0, line 0x63c0] 
           8315   0    L2CacheL2_Replacement_clean     MT>MCT_I  [0x63c0, line 0x63c0] 
           8315   0    L2Cache         L1_PUTX_old     NP>NP     [0x2ac0, line 0x2ac0] 
           8315   0    L2Cache             L1_GETX     NP>IM     [0x39c0, line 0x39c0] 
           8316   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x5ac0, line 0x5ac0] 
           8316   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x5ac0, line 0x5ac0] 
           8316   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x5ac0, line 0x5ac0] 
           8316   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x5ac0, line 0x5ac0] 
           8316   2    L1Cache      L1_Replacement     IM>IM     [0x3ec0, line 0x3ec0] 
           8316   2    L1Cache      L1_Replacement     IM>IM     [0x3ec0, line 0x3ec0] 
           8316   2    L1Cache      L1_Replacement     IM>IM     [0x3ec0, line 0x3ec0] 
           8316   2    L1Cache      L1_Replacement     IM>IM     [0x3ec0, line 0x3ec0] 
           8317   2    L1Cache      L1_Replacement     IM>IM     [0x3ec0, line 0x3ec0] 
           8317   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x5ac0, line 0x5ac0] 
           8317   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x5ac0, line 0x5ac0] 
           8317   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x5ac0, line 0x5ac0] 
           8317   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x5ac0, line 0x5ac0] 
           8318   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x5ac0, line 0x5ac0] 
           8320   0    L2Cache   Exclusive_Unblock  MT_MB>MT     [0x5ac0, line 0x5ac0] 
           8320   0    L2CacheL2_Replacement_clean     MT>MCT_I  [0x5ac0, line 0x5ac0] 
           8320   0    L2Cache         L1_PUTX_old     NP>NP     [0x3ac0, line 0x3ac0] 
           8320   0    L2Cache             L1_GETX     NP>IM     [0x45c0, line 0x45c0] 
           8321   0    L2CacheL2_Replacement_clean     IM>IM     [0x39c0, line 0x39c0] 
           8321   0    L2CacheL2_Replacement_clean     IM>IM     [0x39c0, line 0x39c0] 
           8321   0    L2CacheL2_Replacement_clean     IM>IM     [0x39c0, line 0x39c0] 
           8321   0    L2CacheL2_Replacement_clean     IM>IM     [0x39c0, line 0x39c0] 
           8322   0    L2CacheL2_Replacement_clean     IM>IM     [0x39c0, line 0x39c0] 
           8322   0    L2CacheL2_Replacement_clean     IM>IM     [0x39c0, line 0x39c0] 
           8322   0    L2CacheL2_Replacement_clean     IM>IM     [0x39c0, line 0x39c0] 
           8322   0    L2CacheL2_Replacement_clean     IM>IM     [0x39c0, line 0x39c0] 
           8322   2    L1Cache                 Inv    M_I>SINK_WB_ACK [0x63c0, line 0x63c0] 
           8322   0    L1Cache              WB_Ack SINK_WB_ACK>I      [0x2ac0, line 0x2ac0] 
           8323   0  Directory               Fetch      I>IM     [0x39c0, line 0x39c0] 
           8325   0    L2CacheL2_Replacement_clean     IM>IM     [0x39c0, line 0x39c0] 
           8326   0    L2CacheL2_Replacement_clean     IM>IM     [0x39c0, line 0x39c0] 
           8327   2    L1Cache                 Inv    M_I>SINK_WB_ACK [0x5ac0, line 0x5ac0] 
           8327   0    L1Cache              WB_Ack SINK_WB_ACK>I      [0x3ac0, line 0x3ac0] 
           8328   0  Directory               Fetch      I>IM     [0x45c0, line 0x45c0] 
           8330   0    L2Cache             WB_Data  MCT_I>M_I    [0x63c0, line 0x63c0] 
           8335   0    L2Cache             WB_Data  MCT_I>M_I    [0x5ac0, line 0x5ac0] 
           8338   0  Directory                Data      M>MI     [0x63c0, line 0x63c0] 
           8339   0    L2CacheL2_Replacement_clean     IM>IM     [0x39c0, line 0x39c0] 
           8343   0  Directory                Data      M>MI     [0x5ac0, line 0x5ac0] 
           8350   0  Directory          Memory_Ack     MI>I      [0x63c0, line 0x63c0] 
           8355   0  Directory          Memory_Ack     MI>I      [0x5ac0, line 0x5ac0] 
           8357   0    L2Cache             Mem_Ack    M_I>NP     [0x63c0, line 0x63c0] 
           8361   1        Seq               Begin       >       [0x1beb, line 0x1bc0] ST PC 155 0x9b
           8362   1    L1Cache      L1_Replacement     IM>IM     [0x5bc0, line 0x5bc0] 
           8362   0    L2Cache             Mem_Ack    M_I>NP     [0x5ac0, line 0x5ac0] 
           8384   0  Directory         Memory_Data     IM>M      [0x39c0, line 0x39c0] 
           8389   0  Directory         Memory_Data     IM>M      [0x45c0, line 0x45c0] 
           8391   0    L2Cache            Mem_Data     IM>MT_MB  [0x39c0, line 0x39c0] 
           8396   0    L2Cache            Mem_Data     IM>MT_MB  [0x45c0, line 0x45c0] 
           8398 core  0        Seq                Done       >       [0x39e9, line 0x39c0] 2817 cycles
           8398   0    L1Cache       Data_all_Acks     IM>M      [0x39c0, line 0x39c0] 
           8398   0    L1Cache      L1_Replacement     IM>IM     [0x45c0, line 0x45c0] 
           8398   0    L1Cache      L1_Replacement     IM>IM     [0x45c0, line 0x45c0] 
           8398   0    L1Cache      L1_Replacement     IM>IM     [0x45c0, line 0x45c0] 
           8399   0    L1Cache      L1_Replacement     IM>IM     [0x45c0, line 0x45c0] 
           8399   0    L1Cache      L1_Replacement     IM>IM     [0x45c0, line 0x45c0] 
           8399   0    L1Cache      L1_Replacement     IM>IM     [0x45c0, line 0x45c0] 
           8399   0    L1Cache      L1_Replacement     IM>IM     [0x45c0, line 0x45c0] 
           8400   0    L1Cache      L1_Replacement     IM>IM     [0x45c0, line 0x45c0] 
           8400   0    L1Cache      L1_Replacement     IM>IM     [0x45c0, line 0x45c0] 
           8400   0    L1Cache      L1_Replacement     IM>IM     [0x45c0, line 0x45c0] 
           8400   0    L1Cache      L1_Replacement     IM>IM     [0x45c0, line 0x45c0] 
           8401   0    L1Cache      L1_Replacement     IM>IM     [0x45c0, line 0x45c0] 
           8401   0    L1Cache      L1_Replacement     IM>IM     [0x45c0, line 0x45c0] 
           8401   0    L1Cache      L1_Replacement     IM>IM     [0x45c0, line 0x45c0] 
           8401   2        Seq               Begin       >       [0x27ec, line 0x27c0] ST PC 266 0x10a
           8402   2    L1Cache      L1_Replacement     IM>IM     [0x3ec0, line 0x3ec0] 
           8403 core  0        Seq                Done       >       [0x45ed, line 0x45c0] 2792 cycles
           8403   0    L1Cache       Data_all_Acks     IM>M      [0x45c0, line 0x45c0] 
           8403   0    L1Cache      L1_Replacement      M>M_I    [0x39c0, line 0x39c0] 
           8403   0    L1Cache               Store     NP>IM     [0x64c0, line 0x64c0] 
           8403   0    L1Cache      L1_Replacement      M>M_I    [0x45c0, line 0x45c0] 
           8404   0    L1Cache               Store     NP>IM     [0x3cc0, line 0x3cc0] 
           8404   0    L1Cache      L1_Replacement     IM>IM     [0x64c0, line 0x64c0] 
           8404   0    L1Cache      L1_Replacement     IM>IM     [0x64c0, line 0x64c0] 
           8404   0    L1Cache      L1_Replacement     IM>IM     [0x64c0, line 0x64c0] 
           8405   0    L1Cache      L1_Replacement     IM>IM     [0x64c0, line 0x64c0] 
           8405   0    L1Cache      L1_Replacement     IM>IM     [0x64c0, line 0x64c0] 
           8405   0    L1Cache      L1_Replacement     IM>IM     [0x64c0, line 0x64c0] 
           8405   0    L1Cache      L1_Replacement     IM>IM     [0x64c0, line 0x64c0] 
           8405   0    L2Cache   Exclusive_Unblock  MT_MB>MT     [0x39c0, line 0x39c0] 
           8405   0    L2CacheL2_Replacement_clean     MT>MCT_I  [0x39c0, line 0x39c0] 
           8405   0    L2Cache         L1_PUTX_old     NP>NP     [0x3c0, line 0x3c0] 
           8405   0    L2Cache             L1_GETX     NP>IM     [0x3dc0, line 0x3dc0] 
           8406   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x45c0, line 0x45c0] 
           8406   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x45c0, line 0x45c0] 
           8406   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x45c0, line 0x45c0] 
           8406   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x45c0, line 0x45c0] 
           8406   0    L1Cache      L1_Replacement     IM>IM     [0x64c0, line 0x64c0] 
           8406   0    L1Cache      L1_Replacement     IM>IM     [0x64c0, line 0x64c0] 
           8406   0    L1Cache      L1_Replacement     IM>IM     [0x64c0, line 0x64c0] 
           8406   0    L1Cache      L1_Replacement     IM>IM     [0x64c0, line 0x64c0] 
           8407   0    L1Cache      L1_Replacement     IM>IM     [0x64c0, line 0x64c0] 
           8407   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x45c0, line 0x45c0] 
           8407   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x45c0, line 0x45c0] 
           8407   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x45c0, line 0x45c0] 
           8407   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x45c0, line 0x45c0] 
           8408   0    L2CacheL2_Replacement_clean  MT_MB>MT_MB  [0x45c0, line 0x45c0] 
           8410   0    L2Cache   Exclusive_Unblock  MT_MB>MT     [0x45c0, line 0x45c0] 
           8410   0    L2CacheL2_Replacement_clean     MT>MCT_I  [0x45c0, line 0x45c0] 
           8410   0    L2Cache         L1_PUTX_old     NP>NP     [0x60c0, line 0x60c0] 
           8410   0    L2Cache             L1_GETX     NP>IM     [0x37c0, line 0x37c0] 
           8411   0    L2CacheL2_Replacement_clean     IM>IM     [0x3dc0, line 0x3dc0] 
           8411   0    L2CacheL2_Replacement_clean     IM>IM     [0x3dc0, line 0x3dc0] 
           8411   0    L2CacheL2_Replacement_clean     IM>IM     [0x3dc0, line 0x3dc0] 
           8411   0    L2CacheL2_Replacement_clean     IM>IM     [0x3dc0, line 0x3dc0] 
           8412   0    L2CacheL2_Replacement_clean     IM>IM     [0x3dc0, line 0x3dc0] 
           8412   0    L2CacheL2_Replacement_clean     IM>IM     [0x3dc0, line 0x3dc0] 
           8412   0    L2CacheL2_Replacement_clean     IM>IM     [0x3dc0, line 0x3dc0] 
